Plot,Sowing_Date,Harvest_Date,Yield,Latitude,Longitude,polygon_wkt
AEA41,20/06/2024,03/01/2025,7.79,12.9739162,103.2632882,"POLYGON ((103.26348320857198 12.9736281025561, 103.26308093087086 12.973572611234761, 103.26304984931478 12.973907680119536, 103.2630353830388 12.974063630564947, 103.26300691599143 12.974286143160517, 103.26327471697893 12.974322369740518, 103.26352255616614 12.9743676464221, 103.2635366417737 12.974362000685586, 103.26368985530802 12.97438024265282, 103.26372522517228 12.974174995268928, 103.2637835907844 12.973860845871831, 103.26381288502935 12.973687700569482, 103.26348320857198 12.9736281025561))"
AEA41,22/05/2022,,3.26,12.97401,103.26341,"POLYGON ((103.26348320857198 12.9736281025561, 103.26308093087086 12.973572611234761, 103.26304984931478 12.973907680119536, 103.2630353830388 12.974063630564947, 103.26300691599143 12.974286143160517, 103.26327471697893 12.974322369740518, 103.26352255616614 12.9743676464221, 103.2635366417737 12.974362000685586, 103.26368985530802 12.97438024265282, 103.26372522517228 12.974174995268928, 103.2637835907844 12.973860845871831, 103.26381288502935 12.973687700569482, 103.26348320857198 12.9736281025561))"
AEA41,28/05/2023,26/09/2023,6.65,12.97401,103.26341,"POLYGON ((103.26348320857198 12.9736281025561, 103.26308093087086 12.973572611234761, 103.26304984931478 12.973907680119536, 103.2630353830388 12.974063630564947, 103.26300691599143 12.974286143160517, 103.26327471697893 12.974322369740518, 103.26352255616614 12.9743676464221, 103.2635366417737 12.974362000685586, 103.26368985530802 12.97438024265282, 103.26372522517228 12.974174995268928, 103.2637835907844 12.973860845871831, 103.26381288502935 12.973687700569482, 103.26348320857198 12.9736281025561))"
AEA41,30/09/2023,22/12/2023,5.44,12.97401,103.26341,"POLYGON ((103.26348320857198 12.9736281025561, 103.26308093087086 12.973572611234761, 103.26304984931478 12.973907680119536, 103.2630353830388 12.974063630564947, 103.26300691599143 12.974286143160517, 103.26327471697893 12.974322369740518, 103.26352255616614 12.9743676464221, 103.2635366417737 12.974362000685586, 103.26368985530802 12.97438024265282, 103.26372522517228 12.974174995268928, 103.2637835907844 12.973860845871831, 103.26381288502935 12.973687700569482, 103.26348320857198 12.9736281025561))"
AEA42,10/05/2022,,2.14,12.97323,103.26404,"POLYGON ((103.26366440303333 12.973279471108249, 103.2642724613798 12.973537226224048, 103.26434829562336 12.973235820612665, 103.26438958715768 12.973006441760523, 103.26412768739624 12.972963368134735, 103.26377099525365 12.97291736576241, 103.26374750611457 12.972928688528654, 103.26366440303333 12.973279471108249))"
AEA42,15/10/2022,,3.5,12.97323,103.26404,"POLYGON ((103.26366440303333 12.973279471108249, 103.2642724613798 12.973537226224048, 103.26434829562336 12.973235820612665, 103.26438958715768 12.973006441760523, 103.26412768739624 12.972963368134735, 103.26377099525365 12.97291736576241, 103.26374750611457 12.972928688528654, 103.26366440303333 12.973279471108249))"
AEA43,02/10/2023,03/01/2024,6.32,12.97741,103.27293,"POLYGON ((103.27270473761267 12.977056028958927, 103.27270013751847 12.977383166149028, 103.27269732436926 12.977734039641721, 103.27313361279366 12.977781707237469, 103.27315450353466 12.977525086189166, 103.27318301230626 12.977125786357913, 103.27270473761267 12.977056028958927))"
AEA43,15/10/2022,03/12/2022,5.07,12.97741,103.27293,"POLYGON ((103.27270473761267 12.977056028958927, 103.27270013751847 12.977383166149028, 103.27269732436926 12.977734039641721, 103.27313361279366 12.977781707237469, 103.27315450353466 12.977525086189166, 103.27318301230626 12.977125786357913, 103.27270473761267 12.977056028958927))"
AEA43,22/05/2022,,3.64,12.97741,103.27293,"POLYGON ((103.27270473761267 12.977056028958927, 103.27270013751847 12.977383166149028, 103.27269732436926 12.977734039641721, 103.27313361279366 12.977781707237469, 103.27315450353466 12.977525086189166, 103.27318301230626 12.977125786357913, 103.27270473761267 12.977056028958927))"
AEA43,25/05/2023,15/09/2023,5.87,12.97741,103.27293,"POLYGON ((103.27270473761267 12.977056028958927, 103.27270013751847 12.977383166149028, 103.27269732436926 12.977734039641721, 103.27313361279366 12.977781707237469, 103.27315450353466 12.977525086189166, 103.27318301230626 12.977125786357913, 103.27270473761267 12.977056028958927))"
AEA44,01/07/2024,20/12/2024,6,12.97734,103.27238,"POLYGON ((103.27210477107899 12.976979722499209, 103.27204624168503 12.97765777601549, 103.27244235303789 12.977703647191685, 103.27269732436926 12.977734039641721, 103.27270013751847 12.977383166149028, 103.27270473761267 12.977056028958927, 103.27210477107899 12.976979722499209))"
AEA44,02/10/2023,02/01/2024,5.4,12.97734,103.27238,"POLYGON ((103.27210477107899 12.976979722499209, 103.27204624168503 12.97765777601549, 103.27244235303789 12.977703647191685, 103.27269732436926 12.977734039641721, 103.27270013751847 12.977383166149028, 103.27270473761267 12.977056028958927, 103.27210477107899 12.976979722499209))"
AEA44,10/05/2022,,5,12.97734,103.27238,"POLYGON ((103.27210477107899 12.976979722499209, 103.27204624168503 12.97765777601549, 103.27244235303789 12.977703647191685, 103.27269732436926 12.977734039641721, 103.27270013751847 12.977383166149028, 103.27270473761267 12.977056028958927, 103.27210477107899 12.976979722499209))"
AEA44,15/05/2023,,6.3,12.97734,103.27238,"POLYGON ((103.27210477107899 12.976979722499209, 103.27204624168503 12.97765777601549, 103.27244235303789 12.977703647191685, 103.27269732436926 12.977734039641721, 103.27270013751847 12.977383166149028, 103.27270473761267 12.977056028958927, 103.27210477107899 12.976979722499209))"
AEA44,15/10/2022,,5.25,12.97734,103.27238,"POLYGON ((103.27210477107899 12.976979722499209, 103.27204624168503 12.97765777601549, 103.27244235303789 12.977703647191685, 103.27269732436926 12.977734039641721, 103.27270013751847 12.977383166149028, 103.27270473761267 12.977056028958927, 103.27210477107899 12.976979722499209))"
AEA44,27/09/2024,06/10/2024,4.69,12.97734,103.27238,"POLYGON ((103.27210477107899 12.976979722499209, 103.27204624168503 12.97765777601549, 103.27244235303789 12.977703647191685, 103.27269732436926 12.977734039641721, 103.27270013751847 12.977383166149028, 103.27270473761267 12.977056028958927, 103.27210477107899 12.976979722499209))"
AEA45,02/10/2023,04/01/2024,5.23,12.97691,103.27396,"POLYGON ((103.27355890801141 12.977149576416355, 103.27383610273478 12.977182411130897, 103.27425819419243 12.9772517937247, 103.27455981138642 12.977307748901035, 103.27470122040626 12.977340829821712, 103.27475721375583 12.977367090102842, 103.27484030541 12.976917067696402, 103.2748673616839 12.976671392775474, 103.27481228582646 12.97665355697957, 103.27458653792617 12.976629100357174, 103.27430351486935 12.97659278395984, 103.27408487723706 12.976555746553288, 103.27364074000789 12.976486600148498, 103.27355890801141 12.977149576416355))"
AEA45,15/10/2022,16/12/2022,4.72,12.97691,103.27396,"POLYGON ((103.27355890801141 12.977149576416355, 103.27383610273478 12.977182411130897, 103.27425819419243 12.9772517937247, 103.27455981138642 12.977307748901035, 103.27470122040626 12.977340829821712, 103.27475721375583 12.977367090102842, 103.27484030541 12.976917067696402, 103.2748673616839 12.976671392775474, 103.27481228582646 12.97665355697957, 103.27458653792617 12.976629100357174, 103.27430351486935 12.97659278395984, 103.27408487723706 12.976555746553288, 103.27364074000789 12.976486600148498, 103.27355890801141 12.977149576416355))"
AEA45,22/05/2022,,2.95,12.97691,103.27396,"POLYGON ((103.27355890801141 12.977149576416355, 103.27383610273478 12.977182411130897, 103.27425819419243 12.9772517937247, 103.27455981138642 12.977307748901035, 103.27470122040626 12.977340829821712, 103.27475721375583 12.977367090102842, 103.27484030541 12.976917067696402, 103.2748673616839 12.976671392775474, 103.27481228582646 12.97665355697957, 103.27458653792617 12.976629100357174, 103.27430351486935 12.97659278395984, 103.27408487723706 12.976555746553288, 103.27364074000789 12.976486600148498, 103.27355890801141 12.977149576416355))"
AEA45,28/05/2023,26/09/2023,6.25,12.97691,103.27396,"POLYGON ((103.27355890801141 12.977149576416355, 103.27383610273478 12.977182411130897, 103.27425819419243 12.9772517937247, 103.27455981138642 12.977307748901035, 103.27470122040626 12.977340829821712, 103.27475721375583 12.977367090102842, 103.27484030541 12.976917067696402, 103.2748673616839 12.976671392775474, 103.27481228582646 12.97665355697957, 103.27458653792617 12.976629100357174, 103.27430351486935 12.97659278395984, 103.27408487723706 12.976555746553288, 103.27364074000789 12.976486600148498, 103.27355890801141 12.977149576416355))"
AEA46,10/05/2022,,2.8,12.9775,103.27695,"POLYGON ((103.27668593703274 12.977142428266093, 103.2766157756428 12.977464552443001, 103.27655220188927 12.97777216685347, 103.27718340228388 12.977885086150746, 103.27726142985665 12.977518256002455, 103.27731605324983 12.977291544454426, 103.27668593703274 12.977142428266093))"
AEA46,15/05/2023,01/09/2023,5.11,12.97622,103.26385,"POLYGON ((103.26395167503786 12.975876130568572, 103.26354933781211 12.975828674803038, 103.26352716068246 12.976156841038074, 103.2635106685577 12.976509152203612, 103.26400782463224 12.976556093082802, 103.264307287325 12.976584494556045, 103.26439617398911 12.975920423204034, 103.26395167503786 12.975876130568572))"
AEA46,15/06/2024,27/12/2024,7.67,12.97622,103.26385,"POLYGON ((103.26395167503786 12.975876130568572, 103.26354933781211 12.975828674803038, 103.26352716068246 12.976156841038074, 103.2635106685577 12.976509152203612, 103.26400782463224 12.976556093082802, 103.264307287325 12.976584494556045, 103.26439617398911 12.975920423204034, 103.26395167503786 12.975876130568572))"
AEA46,15/08/2024,21/10/2024,7.4,12.97622,103.26385,"POLYGON ((103.26395167503786 12.975876130568572, 103.26354933781211 12.975828674803038, 103.26352716068246 12.976156841038074, 103.2635106685577 12.976509152203612, 103.26400782463224 12.976556093082802, 103.264307287325 12.976584494556045, 103.26439617398911 12.975920423204034, 103.26395167503786 12.975876130568572))"
AEA46,15/09/2023,26/12/2023,6.64,12.97622,103.26385,"POLYGON ((103.26395167503786 12.975876130568572, 103.26354933781211 12.975828674803038, 103.26352716068246 12.976156841038074, 103.2635106685577 12.976509152203612, 103.26400782463224 12.976556093082802, 103.264307287325 12.976584494556045, 103.26439617398911 12.975920423204034, 103.26395167503786 12.975876130568572))"
AEA46,15/10/2022,,5.68,12.9775,103.27695,"POLYGON ((103.27668593703274 12.977142428266093, 103.2766157756428 12.977464552443001, 103.27655220188927 12.97777216685347, 103.27718340228388 12.977885086150746, 103.27726142985665 12.977518256002455, 103.27731605324983 12.977291544454426, 103.27668593703274 12.977142428266093))"
AEA47,03/10/2023,08/01/2024,5.5,12.95773,103.26517,"POLYGON ((103.26486718749666 12.957507224349722, 103.26483741319869 12.958035399986173, 103.26499034620072 12.958036418837782, 103.26544286725802 12.958023026743545, 103.26548176521365 12.957434456006036, 103.2648879248259 12.957410411384606, 103.26486718749666 12.957507224349722))"
AEA47,09/06/2023,01/10/2023,5.77,12.95773,103.26517,"POLYGON ((103.26486718749666 12.957507224349722, 103.26483741319869 12.958035399986173, 103.26499034620072 12.958036418837782, 103.26544286725802 12.958023026743545, 103.26548176521365 12.957434456006036, 103.2648879248259 12.957410411384606, 103.26486718749666 12.957507224349722))"
AEA47,15/10/2022,,4.7,12.95773,103.26517,"POLYGON ((103.26486718749666 12.957507224349722, 103.26483741319869 12.958035399986173, 103.26499034620072 12.958036418837782, 103.26544286725802 12.958023026743545, 103.26548176521365 12.957434456006036, 103.2648879248259 12.957410411384606, 103.26486718749666 12.957507224349722))"
AEA47,21/06/2024,28/09/2024,3.45,12.95775,103.26516,"POLYGON ((103.26486718749666 12.957507224349722, 103.26483741319869 12.958035399986173, 103.26499034620072 12.958036418837782, 103.26544286725802 12.958023026743545, 103.26548176521365 12.957434456006036, 103.2648879248259 12.957410411384606, 103.26486718749666 12.957507224349722))"
AEA47,22/05/2022,,3.2,12.95773,103.26517,"POLYGON ((103.26486718749666 12.957507224349722, 103.26483741319869 12.958035399986173, 103.26499034620072 12.958036418837782, 103.26544286725802 12.958023026743545, 103.26548176521365 12.957434456006036, 103.2648879248259 12.957410411384606, 103.26486718749666 12.957507224349722))"
AEA47,27/10/2024,30/01/2025,5.89,12.95775,103.26516,"POLYGON ((103.26486718749666 12.957507224349722, 103.26483741319869 12.958035399986173, 103.26499034620072 12.958036418837782, 103.26544286725802 12.958023026743545, 103.26548176521365 12.957434456006036, 103.2648879248259 12.957410411384606, 103.26486718749666 12.957507224349722))"
AEA48,03/10/2023,,5,12.95842,103.2652,"POLYGON ((103.26696944797673 12.958004952960376, 103.2669614933531 12.957970461367543, 103.26663596944567 12.957990106218327, 103.2662894656085 12.95799698349243, 103.2658525200827 12.958014315094298, 103.2658001404876 12.958007501162637, 103.26570290142952 12.958020629118938, 103.26544286725802 12.958023026743545, 103.26499034620072 12.958036418837782, 103.26495703197533 12.958464942963436, 103.26696484983654 12.958427666504, 103.26696944797673 12.958004952960376))"
AEA48,09/06/2023,,5.2,12.95842,103.2652,"POLYGON ((103.26696944797673 12.958004952960376, 103.2669614933531 12.957970461367543, 103.26663596944567 12.957990106218327, 103.2662894656085 12.95799698349243, 103.2658525200827 12.958014315094298, 103.2658001404876 12.958007501162637, 103.26570290142952 12.958020629118938, 103.26544286725802 12.958023026743545, 103.26499034620072 12.958036418837782, 103.26495703197533 12.958464942963436, 103.26696484983654 12.958427666504, 103.26696944797673 12.958004952960376))"
AEA48,10/05/2022,,5,12.95842,103.2652,"POLYGON ((103.26696944797673 12.958004952960376, 103.2669614933531 12.957970461367543, 103.26663596944567 12.957990106218327, 103.2662894656085 12.95799698349243, 103.2658525200827 12.958014315094298, 103.2658001404876 12.958007501162637, 103.26570290142952 12.958020629118938, 103.26544286725802 12.958023026743545, 103.26499034620072 12.958036418837782, 103.26495703197533 12.958464942963436, 103.26696484983654 12.958427666504, 103.26696944797673 12.958004952960376))"
AEA48,15/10/2022,13/01/2023,3.74,12.95842,103.2652,"POLYGON ((103.26696944797673 12.958004952960376, 103.2669614933531 12.957970461367543, 103.26663596944567 12.957990106218327, 103.2662894656085 12.95799698349243, 103.2658525200827 12.958014315094298, 103.2658001404876 12.958007501162637, 103.26570290142952 12.958020629118938, 103.26544286725802 12.958023026743545, 103.26499034620072 12.958036418837782, 103.26495703197533 12.958464942963436, 103.26696484983654 12.958427666504, 103.26696944797673 12.958004952960376))"
AEA49,03/10/2023,15/01/2024,6.23,12.95773,103.26344,"POLYGON ((103.26310876858643 12.958045464726231, 103.26374812176336 12.958051246199371, 103.26381063882616 12.95803788752217, 103.26382452050194 12.957385942373378, 103.26304278769443 12.957366954767444, 103.26310876858643 12.958045464726231))"
AEA49,09/06/2023,01/10/2023,5.85,12.95773,103.26344,"POLYGON ((103.26310876858643 12.958045464726231, 103.26374812176336 12.958051246199371, 103.26381063882616 12.95803788752217, 103.26382452050194 12.957385942373378, 103.26304278769443 12.957366954767444, 103.26310876858643 12.958045464726231))"
AEA49,15/10/2022,,5.29,12.95773,103.26344,"POLYGON ((103.26310876858643 12.958045464726231, 103.26374812176336 12.958051246199371, 103.26381063882616 12.95803788752217, 103.26382452050194 12.957385942373378, 103.26304278769443 12.957366954767444, 103.26310876858643 12.958045464726231))"
AEA49,21/06/2024,05/10/2024,4.95,12.95778,103.26343,"POLYGON ((103.26310876858643 12.958045464726231, 103.26374812176336 12.958051246199371, 103.26381063882616 12.95803788752217, 103.26382452050194 12.957385942373378, 103.26304278769443 12.957366954767444, 103.26310876858643 12.958045464726231))"
AEA49,22/05/2022,,3.87,12.95773,103.26344,"POLYGON ((103.26310876858643 12.958045464726231, 103.26374812176336 12.958051246199371, 103.26381063882616 12.95803788752217, 103.26382452050194 12.957385942373378, 103.26304278769443 12.957366954767444, 103.26310876858643 12.958045464726231))"
AEA49,27/10/2024,30/01/2025,4.52,12.95778,103.26343,"POLYGON ((103.26310876858643 12.958045464726231, 103.26374812176336 12.958051246199371, 103.26381063882616 12.95803788752217, 103.26382452050194 12.957385942373378, 103.26304278769443 12.957366954767444, 103.26310876858643 12.958045464726231))"
AEA5,05/10/2023,08/01/2024,6.17,12.97848,103.2715,"POLYGON ((103.27136043902274 12.978737794064928, 103.2714201340253 12.978747057307704, 103.27162450737609 12.978778771077964, 103.27173063772109 12.978101225537218, 103.2714489992665 12.97806204519453, 103.27136043902274 12.978737794064928))"
AEA5,07/10/2024,22/09/2024,5.27,12.97872,103.27158,"POLYGON ((103.27136043902274 12.978737794064928, 103.2714201340253 12.978747057307704, 103.27162450737609 12.978778771077964, 103.27173063772109 12.978101225537218, 103.2714489992665 12.97806204519453, 103.27136043902274 12.978737794064928))"
AEA5,10/05/2022,,2.75,12.97848,103.2715,"POLYGON ((103.27136043902274 12.978737794064928, 103.2714201340253 12.978747057307704, 103.27162450737609 12.978778771077964, 103.27173063772109 12.978101225537218, 103.2714489992665 12.97806204519453, 103.27136043902274 12.978737794064928))"
AEA5,11/06/2024,04/01/2025,8.02,12.97872,103.27158,"POLYGON ((103.27136043902274 12.978737794064928, 103.2714201340253 12.978747057307704, 103.27162450737609 12.978778771077964, 103.27173063772109 12.978101225537218, 103.2714489992665 12.97806204519453, 103.27136043902274 12.978737794064928))"
AEA5,15/10/2022,,4.37,12.97848,103.2715,"POLYGON ((103.27136043902274 12.978737794064928, 103.2714201340253 12.978747057307704, 103.27162450737609 12.978778771077964, 103.27173063772109 12.978101225537218, 103.2714489992665 12.97806204519453, 103.27136043902274 12.978737794064928))"
AEA5,20/05/2023,15/09/2023,5.98,12.97848,103.2715,"POLYGON ((103.27136043902274 12.978737794064928, 103.2714201340253 12.978747057307704, 103.27162450737609 12.978778771077964, 103.27173063772109 12.978101225537218, 103.2714489992665 12.97806204519453, 103.27136043902274 12.978737794064928))"
AEA50,01/10/2023,05/01/2024,6.57,12.95287,103.26491,"POLYGON ((103.26471477150413 12.952852987423025, 103.2647067279384 12.953113136878597, 103.26474561352364 12.953131763146729, 103.26475308267506 12.953832819752, 103.26480024429661 12.953834332301623, 103.26514592900831 12.953843852383145, 103.2652014489036 12.95288530993935, 103.26471477150413 12.952852987423025))"
AEA50,05/06/2023,22/09/2023,6.35,12.95287,103.26491,"POLYGON ((103.26471477150413 12.952852987423025, 103.2647067279384 12.953113136878597, 103.26474561352364 12.953131763146729, 103.26475308267506 12.953832819752, 103.26480024429661 12.953834332301623, 103.26514592900831 12.953843852383145, 103.2652014489036 12.95288530993935, 103.26471477150413 12.952852987423025))"
AEA50,15/10/2022,,4.47,12.95287,103.26491,"POLYGON ((103.26471477150413 12.952852987423025, 103.2647067279384 12.953113136878597, 103.26474561352364 12.953131763146729, 103.26475308267506 12.953832819752, 103.26480024429661 12.953834332301623, 103.26514592900831 12.953843852383145, 103.2652014489036 12.95288530993935, 103.26471477150413 12.952852987423025))"
AEA50,22/05/2022,,4.03,12.95287,103.26491,"POLYGON ((103.26471477150413 12.952852987423025, 103.2647067279384 12.953113136878597, 103.26474561352364 12.953131763146729, 103.26475308267506 12.953832819752, 103.26480024429661 12.953834332301623, 103.26514592900831 12.953843852383145, 103.2652014489036 12.95288530993935, 103.26471477150413 12.952852987423025))"
AEA51,01/10/2023,05/02/2023,6.44,12.95281,103.26446,"POLYGON ((103.26411705944837 12.952417853276769, 103.26411705019405 12.953093962437388, 103.2642201518165 12.953098140547759, 103.26465207829557 12.953117364695887, 103.2647067279384 12.953113136878597, 103.26471477150413 12.952852987423025, 103.26476477274319 12.952431385643001, 103.26421228523377 12.95239935512466, 103.26411705944837 12.952417853276769))"
AEA51,10/05/2022,,6,12.95281,103.26446,"POLYGON ((103.26411705944837 12.952417853276769, 103.26411705019405 12.953093962437388, 103.2642201518165 12.953098140547759, 103.26465207829557 12.953117364695887, 103.2647067279384 12.953113136878597, 103.26471477150413 12.952852987423025, 103.26476477274319 12.952431385643001, 103.26421228523377 12.95239935512466, 103.26411705944837 12.952417853276769))"
AEA51,15/06/2024,25/01/2025,8.5,12.95281,103.26446,"POLYGON ((103.26411705944837 12.952417853276769, 103.26411705019405 12.953093962437388, 103.2642201518165 12.953098140547759, 103.26465207829557 12.953117364695887, 103.2647067279384 12.953113136878597, 103.26471477150413 12.952852987423025, 103.26476477274319 12.952431385643001, 103.26421228523377 12.95239935512466, 103.26411705944837 12.952417853276769))"
AEA51,15/10/2022,,4,12.95281,103.26446,"POLYGON ((103.26411705944837 12.952417853276769, 103.26411705019405 12.953093962437388, 103.2642201518165 12.953098140547759, 103.26465207829557 12.953117364695887, 103.2647067279384 12.953113136878597, 103.26471477150413 12.952852987423025, 103.26476477274319 12.952431385643001, 103.26421228523377 12.95239935512466, 103.26411705944837 12.952417853276769))"
AEA51,20/10/2024,04/10/2024,5.9,12.95281,103.26446,"POLYGON ((103.26411705944837 12.952417853276769, 103.26411705019405 12.953093962437388, 103.2642201518165 12.953098140547759, 103.26465207829557 12.953117364695887, 103.2647067279384 12.953113136878597, 103.26471477150413 12.952852987423025, 103.26476477274319 12.952431385643001, 103.26421228523377 12.95239935512466, 103.26411705944837 12.952417853276769))"
AEA51,25/05/2023,,5.6,12.95281,103.26446,"POLYGON ((103.26411705944837 12.952417853276769, 103.26411705019405 12.953093962437388, 103.2642201518165 12.953098140547759, 103.26465207829557 12.953117364695887, 103.2647067279384 12.953113136878597, 103.26471477150413 12.952852987423025, 103.26476477274319 12.952431385643001, 103.26421228523377 12.95239935512466, 103.26411705944837 12.952417853276769))"
AEA52,01/10/2023,09/01/2024,5.31,12.9442,103.26464,"POLYGON ((103.26524000031935 12.944396661380567, 103.26516485843803 12.943996356192521, 103.26513350804836 12.943829342241575, 103.26511018847008 12.943705110997714, 103.26420915181902 12.943874670835362, 103.26416064009652 12.943894245725424, 103.2641368731497 12.943946128103397, 103.264035903219 12.944587189245187, 103.2645017491983 12.944512444513565, 103.26504083040301 12.944425948111732, 103.26524000031935 12.944396661380567))"
AEA52,07/06/2023,15/09/2023,4.84,12.9442,103.26464,"POLYGON ((103.26524000031935 12.944396661380567, 103.26516485843803 12.943996356192521, 103.26513350804836 12.943829342241575, 103.26511018847008 12.943705110997714, 103.26420915181902 12.943874670835362, 103.26416064009652 12.943894245725424, 103.2641368731497 12.943946128103397, 103.264035903219 12.944587189245187, 103.2645017491983 12.944512444513565, 103.26504083040301 12.944425948111732, 103.26524000031935 12.944396661380567))"
AEA52,15/10/2022,,4.06,12.9442,103.26464,"POLYGON ((103.26524000031935 12.944396661380567, 103.26516485843803 12.943996356192521, 103.26513350804836 12.943829342241575, 103.26511018847008 12.943705110997714, 103.26420915181902 12.943874670835362, 103.26416064009652 12.943894245725424, 103.2641368731497 12.943946128103397, 103.264035903219 12.944587189245187, 103.2645017491983 12.944512444513565, 103.26504083040301 12.944425948111732, 103.26524000031935 12.944396661380567))"
AEA52,22/05/2022,,5.05,12.9442,103.26464,"POLYGON ((103.26524000031935 12.944396661380567, 103.26516485843803 12.943996356192521, 103.26513350804836 12.943829342241575, 103.26511018847008 12.943705110997714, 103.26420915181902 12.943874670835362, 103.26416064009652 12.943894245725424, 103.2641368731497 12.943946128103397, 103.264035903219 12.944587189245187, 103.2645017491983 12.944512444513565, 103.26504083040301 12.944425948111732, 103.26524000031935 12.944396661380567))"
AEA53,10/05/2022,,5.39,12.94692,103.26418,"POLYGON ((103.26466290540361 12.947435514527005, 103.2646426145804 12.94710405233478, 103.26460279140002 12.946453518101109, 103.26383216977881 12.946403323751044, 103.26368037247984 12.94738575280784, 103.26466290540361 12.947435514527005))"
AEA53,15/10/2022,,5.5,12.94692,103.26418,"POLYGON ((103.26466290540361 12.947435514527005, 103.2646426145804 12.94710405233478, 103.26460279140002 12.946453518101109, 103.26383216977881 12.946403323751044, 103.26368037247984 12.94738575280784, 103.26466290540361 12.947435514527005))"
AEA54,15/05/2023,11/09/2023,6.01,12.91885,103.28442,"POLYGON ((103.28432145871673 12.918370288110783, 103.28418256410401 12.91871615769034, 103.28409213495823 12.919105394356823, 103.28402024767084 12.91935472263097, 103.2842482585509 12.919436937140752, 103.28447931709786 12.919519171487675, 103.2846694761919 12.91881980319561, 103.28485759001889 12.918163792821126, 103.28479681996478 12.918137086154523, 103.28474087692612 12.918117585976141, 103.28468622633783 12.91808733207229, 103.28444433271352 12.917985296181257, 103.28432145871673 12.918370288110783))"
AEA54,15/10/2022,,4.71,12.91885,103.28442,"POLYGON ((103.28432145871673 12.918370288110783, 103.28418256410401 12.91871615769034, 103.28409213495823 12.919105394356823, 103.28402024767084 12.91935472263097, 103.2842482585509 12.919436937140752, 103.28447931709786 12.919519171487675, 103.2846694761919 12.91881980319561, 103.28485759001889 12.918163792821126, 103.28479681996478 12.918137086154523, 103.28474087692612 12.918117585976141, 103.28468622633783 12.91808733207229, 103.28444433271352 12.917985296181257, 103.28432145871673 12.918370288110783))"
AEA54,18/06/2024,04/10/2024,3.85,12.9183705,103.2845127,"POLYGON ((103.28432145871673 12.918370288110783, 103.28418256410401 12.91871615769034, 103.28409213495823 12.919105394356823, 103.28402024767084 12.91935472263097, 103.2842482585509 12.919436937140752, 103.28447931709786 12.919519171487675, 103.2846694761919 12.91881980319561, 103.28485759001889 12.918163792821126, 103.28479681996478 12.918137086154523, 103.28474087692612 12.918117585976141, 103.28468622633783 12.91808733207229, 103.28444433271352 12.917985296181257, 103.28432145871673 12.918370288110783))"
AEA54,18/09/2023,18/12/2023,3.82,12.91885,103.28442,"POLYGON ((103.28432145871673 12.918370288110783, 103.28418256410401 12.91871615769034, 103.28409213495823 12.919105394356823, 103.28402024767084 12.91935472263097, 103.2842482585509 12.919436937140752, 103.28447931709786 12.919519171487675, 103.2846694761919 12.91881980319561, 103.28485759001889 12.918163792821126, 103.28479681996478 12.918137086154523, 103.28474087692612 12.918117585976141, 103.28468622633783 12.91808733207229, 103.28444433271352 12.917985296181257, 103.28432145871673 12.918370288110783))"
AEA54,22/05/2022,,4.83,12.91885,103.28442,"POLYGON ((103.28432145871673 12.918370288110783, 103.28418256410401 12.91871615769034, 103.28409213495823 12.919105394356823, 103.28402024767084 12.91935472263097, 103.2842482585509 12.919436937140752, 103.28447931709786 12.919519171487675, 103.2846694761919 12.91881980319561, 103.28485759001889 12.918163792821126, 103.28479681996478 12.918137086154523, 103.28474087692612 12.918117585976141, 103.28468622633783 12.91808733207229, 103.28444433271352 12.917985296181257, 103.28432145871673 12.918370288110783))"
AEA54,26/10/2024,15/01/2025,3.97,12.9183705,103.2845127,"POLYGON ((103.28432145871673 12.918370288110783, 103.28418256410401 12.91871615769034, 103.28409213495823 12.919105394356823, 103.28402024767084 12.91935472263097, 103.2842482585509 12.919436937140752, 103.28447931709786 12.919519171487675, 103.2846694761919 12.91881980319561, 103.28485759001889 12.918163792821126, 103.28479681996478 12.918137086154523, 103.28474087692612 12.918117585976141, 103.28468622633783 12.91808733207229, 103.28444433271352 12.917985296181257, 103.28432145871673 12.918370288110783))"
AEA54,28/12/2023,,6.08,12.91885,103.28442,"POLYGON ((103.28432145871673 12.918370288110783, 103.28418256410401 12.91871615769034, 103.28409213495823 12.919105394356823, 103.28402024767084 12.91935472263097, 103.2842482585509 12.919436937140752, 103.28447931709786 12.919519171487675, 103.2846694761919 12.91881980319561, 103.28485759001889 12.918163792821126, 103.28479681996478 12.918137086154523, 103.28474087692612 12.918117585976141, 103.28468622633783 12.91808733207229, 103.28444433271352 12.917985296181257, 103.28432145871673 12.918370288110783))"
AEA55,10/05/2022,,2,12.91823,103.28395,"POLYGON ((103.2836445643239 12.917639239088297, 103.28347257861145 12.918075327156382, 103.28331941458 12.918368487208246, 103.28383952639115 12.918608673520913, 103.28418256410401 12.91871615769034, 103.28432145871673 12.918370288110783, 103.28444433271352 12.917985296181257, 103.2836445643239 12.917639239088297))"
AEA55,15/10/2022,,3,12.91823,103.28395,"POLYGON ((103.2836445643239 12.917639239088297, 103.28347257861145 12.918075327156382, 103.28331941458 12.918368487208246, 103.28383952639115 12.918608673520913, 103.28418256410401 12.91871615769034, 103.28432145871673 12.918370288110783, 103.28444433271352 12.917985296181257, 103.2836445643239 12.917639239088297))"
